"Population by Five Years Age Group","Number"
"0-4",""
"Female","2106"
"Male","2131"
"10-14",""
"Female","2561"
"Male","2392"
"15-19",""
"Female","1930"
"Male","1168"
"20-24",""
"Female","1630"
"Male","708"
"25-29",""
"Female","1373"
"Male","581"
"30-34",""
"Female","1057"
"Male","461"
"35-39",""
"Female","1068"
"Male","441"
"40-44",""
"Female","936"
"Male","482"
"45-49",""
"Female","710"
"Male","446"
"50-54",""
"Female","608"
"Male","488"
"55-59",""
"Female","571"
"Male","421"
"5-9",""
"Female","2334"
"Male","2302"
"60-64",""
"Female","523"
"Male","371"
"65-69",""
"Female","287"
"Male","273"
"70-74",""
"Female","254"
"Male","192"
"75+",""
"Female","216"
"Male","166"
