"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","29"
"Cow Dung","5"
"Electricity","3"
"Kerosene","10"
"LP Gas","143"
"Not stated","21"
"Others","12"
"Wood/Firewood","6745"
"Total","6968"
