"Population by Caste Ethinicity","Number"
"Badi",""
"Female","265"
"Male","163"
"","428"
"Brahman - Hill",""
"Female","1843"
"Male","1341"
"","3184"
"Chhetri",""
"Female","8036"
"Male","5947"
"","13983"
"Dalit Others",""
"Female","841"
"Male","649"
"","1490"
"Damai/Dholi",""
"Female","665"
"Male","543"
"","1208"
"Kami",""
"Female","1685"
"Male","1199"
"","2884"
"Lohar",""
"Female","44"
"Male","25"
"","69"
"Others",""
"Female","8"
"Male","25"
"","33"
"Sarki",""
"Female","258"
"Male","179"
"","437"
"Terai Others",""
"Female","12"
"Male","8"
"","20"
"Thakuri",""
"Female","125"
"Male","84"
"","209"
