"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","15651"
"Cow Dung","758"
"Electricity","90"
"Kerosene","2452"
"LP Gas","19422"
"Not stated","2745"
"Others","735"
"Wood/Firewood","427850"
"Total","469703"
