"Population by Single Year of Age","Number"
"0",""
"Female","25859"
"Male","27345"
"1",""
"Female","22966"
"Male","24397"
"10",""
"Female","40268"
"Male","42111"
"11",""
"Female","29603"
"Male","30938"
"12",""
"Female","42241"
"Male","44080"
"13",""
"Female","33272"
"Male","33261"
"14",""
"Female","35640"
"Male","34589"
"15",""
"Female","32888"
"Male","31273"
"16",""
"Female","34226"
"Male","31091"
"17",""
"Female","25483"
"Male","22796"
"18",""
"Female","37622"
"Male","32879"
"19",""
"Female","20623"
"Male","17034"
"2",""
"Female","29740"
"Male","31530"
"20",""
"Female","34582"
"Male","24774"
"21",""
"Female","20403"
"Male","15415"
"22",""
"Female","28923"
"Male","22078"
"23",""
"Female","20307"
"Male","15095"
"24",""
"Female","22574"
"Male","16553"
"25",""
"Female","31294"
"Male","22949"
"26",""
"Female","20993"
"Male","16132"
"27",""
"Female","16552"
"Male","14061"
"28",""
"Female","26314"
"Male","21332"
"29",""
"Female","9944"
"Male","9227"
"3",""
"Female","32115"
"Male","32760"
"30",""
"Female","35266"
"Male","24707"
"31",""
"Female","8436"
"Male","7860"
"32",""
"Female","18911"
"Male","15966"
"33",""
"Female","11410"
"Male","9016"
"34",""
"Female","11680"
"Male","9320"
"35",""
"Female","33185"
"Male","26611"
"36",""
"Female","12504"
"Male","11152"
"37",""
"Female","7873"
"Male","7119"
"38",""
"Female","16666"
"Male","13241"
"39",""
"Female","6626"
"Male","5733"
"4",""
"Female","34099"
"Male","35794"
"40",""
"Female","31692"
"Male","24658"
"41",""
"Female","6333"
"Male","6374"
"42",""
"Female","11115"
"Male","10785"
"43",""
"Female","7281"
"Male","6109"
"44",""
"Female","6559"
"Male","5579"
"45",""
"Female","23792"
"Male","20771"
"46",""
"Female","7210"
"Male","6893"
"47",""
"Female","5026"
"Male","5132"
"48",""
"Female","10797"
"Male","10043"
"49",""
"Female","4267"
"Male","4060"
"5",""
"Female","35172"
"Male","37892"
"50",""
"Female","21371"
"Male","17644"
"51",""
"Female","4032"
"Male","4819"
"52",""
"Female","7037"
"Male","8001"
"53",""
"Female","4274"
"Male","4445"
"54",""
"Female","4370"
"Male","4192"
"55",""
"Female","14459"
"Male","13398"
"56",""
"Female","5144"
"Male","5556"
"57",""
"Female","3684"
"Male","3944"
"58",""
"Female","7338"
"Male","6910"
"59",""
"Female","3619"
"Male","3504"
"6",""
"Female","34586"
"Male","35685"
"60",""
"Female","20906"
"Male","15457"
"61",""
"Female","4390"
"Male","4154"
"62",""
"Female","6462"
"Male","5173"
"63",""
"Female","3974"
"Male","3378"
"64",""
"Female","3466"
"Male","3158"
"65",""
"Female","14976"
"Male","10508"
"66",""
"Female","3146"
"Male","3258"
"67",""
"Female","2549"
"Male","2712"
"68",""
"Female","4638"
"Male","5214"
"69",""
"Female","1523"
"Male","1927"
"7",""
"Female","32500"
"Male","32657"
"70",""
"Female","11553"
"Male","8525"
"71",""
"Female","1954"
"Male","1945"
"72",""
"Female","3530"
"Male","3250"
"73",""
"Female","1521"
"Male","1855"
"74",""
"Female","1095"
"Male","1288"
"75",""
"Female","5775"
"Male","4242"
"76",""
"Female","1257"
"Male","1315"
"77",""
"Female","854"
"Male","971"
"78",""
"Female","1517"
"Male","1792"
"79",""
"Female","519"
"Male","631"
"8",""
"Female","37797"
"Male","40212"
"80",""
"Female","3632"
"Male","2581"
"81",""
"Female","464"
"Male","595"
"82",""
"Female","743"
"Male","745"
"83",""
"Female","380"
"Male","485"
"84",""
"Female","475"
"Male","574"
"85",""
"Female","3176"
"Male","2558"
"9",""
"Female","29612"
"Male","30114"
