"Population by Single Year of Age","Number"
"0",""
"Female","542"
"Male","593"
"1",""
"Female","479"
"Male","513"
"10",""
"Female","733"
"Male","724"
"11",""
"Female","609"
"Male","642"
"12",""
"Female","802"
"Male","882"
"13",""
"Female","754"
"Male","712"
"14",""
"Female","799"
"Male","799"
"15",""
"Female","764"
"Male","735"
"16",""
"Female","803"
"Male","728"
"17",""
"Female","737"
"Male","774"
"18",""
"Female","819"
"Male","780"
"19",""
"Female","592"
"Male","528"
"2",""
"Female","552"
"Male","533"
"20",""
"Female","814"
"Male","671"
"21",""
"Female","580"
"Male","452"
"22",""
"Female","810"
"Male","546"
"23",""
"Female","627"
"Male","439"
"24",""
"Female","667"
"Male","516"
"25",""
"Female","830"
"Male","603"
"26",""
"Female","642"
"Male","444"
"27",""
"Female","648"
"Male","448"
"28",""
"Female","728"
"Male","540"
"29",""
"Female","439"
"Male","328"
"3",""
"Female","511"
"Male","537"
"30",""
"Female","919"
"Male","701"
"31",""
"Female","361"
"Male","328"
"32",""
"Female","585"
"Male","463"
"33",""
"Female","364"
"Male","305"
"34",""
"Female","407"
"Male","358"
"35",""
"Female","989"
"Male","783"
"36",""
"Female","401"
"Male","316"
"37",""
"Female","359"
"Male","272"
"38",""
"Female","452"
"Male","400"
"39",""
"Female","286"
"Male","263"
"4",""
"Female","583"
"Male","571"
"40",""
"Female","847"
"Male","738"
"41",""
"Female","256"
"Male","252"
"42",""
"Female","414"
"Male","387"
"43",""
"Female","283"
"Male","243"
"44",""
"Female","265"
"Male","264"
"45",""
"Female","725"
"Male","642"
"46",""
"Female","317"
"Male","274"
"47",""
"Female","234"
"Male","248"
"48",""
"Female","353"
"Male","325"
"49",""
"Female","248"
"Male","216"
"5",""
"Female","660"
"Male","608"
"50",""
"Female","555"
"Male","599"
"51",""
"Female","183"
"Male","206"
"52",""
"Female","299"
"Male","322"
"53",""
"Female","186"
"Male","208"
"54",""
"Female","191"
"Male","223"
"55",""
"Female","413"
"Male","443"
"56",""
"Female","222"
"Male","216"
"57",""
"Female","174"
"Male","186"
"58",""
"Female","189"
"Male","242"
"59",""
"Female","150"
"Male","152"
"6",""
"Female","591"
"Male","656"
"60",""
"Female","456"
"Male","472"
"61",""
"Female","134"
"Male","153"
"62",""
"Female","159"
"Male","194"
"63",""
"Female","118"
"Male","133"
"64",""
"Female","114"
"Male","130"
"65",""
"Female","293"
"Male","273"
"66",""
"Female","101"
"Male","94"
"67",""
"Female","130"
"Male","143"
"68",""
"Female","106"
"Male","172"
"69",""
"Female","61"
"Male","77"
"7",""
"Female","696"
"Male","689"
"70",""
"Female","278"
"Male","233"
"71",""
"Female","53"
"Male","63"
"72",""
"Female","87"
"Male","111"
"73",""
"Female","67"
"Male","76"
"74",""
"Female","51"
"Male","57"
"75",""
"Female","138"
"Male","116"
"76",""
"Female","57"
"Male","42"
"77",""
"Female","62"
"Male","68"
"78",""
"Female","80"
"Male","81"
"79",""
"Female","27"
"Male","28"
"8",""
"Female","689"
"Male","745"
"80",""
"Female","90"
"Male","87"
"81",""
"Female","30"
"Male","21"
"82",""
"Female","35"
"Male","26"
"83",""
"Female","30"
"Male","24"
"84",""
"Female","33"
"Male","38"
"85",""
"Female","177"
"Male","142"
"9",""
"Female","554"
"Male","616"
