"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1101"
"Cow Dung","165"
"Electricity","8"
"Kerosene","172"
"LP Gas","4675"
"Not stated","75"
"Others","74"
"Wood/Firewood","9000"
"Total","15270"
