"Population by Five Years Age Group","Number"
"0-4",""
"Female","2667"
"Male","2747"
"10-14",""
"Female","3697"
"Male","3759"
"15-19",""
"Female","3715"
"Male","3545"
"20-24",""
"Female","3498"
"Male","2624"
"25-29",""
"Female","3287"
"Male","2363"
"30-34",""
"Female","2636"
"Male","2155"
"35-39",""
"Female","2487"
"Male","2034"
"40-44",""
"Female","2065"
"Male","1884"
"45-49",""
"Female","1877"
"Male","1705"
"50-54",""
"Female","1414"
"Male","1558"
"55-59",""
"Female","1148"
"Male","1239"
"5-9",""
"Female","3190"
"Male","3314"
"60-64",""
"Female","981"
"Male","1082"
"65-69",""
"Female","691"
"Male","759"
"70-74",""
"Female","536"
"Male","540"
"75+",""
"Female","759"
"Male","673"
