"Population by Five Years Age Group","Number"
"0-4",""
"Female","3050"
"Male","2938"
"10-14",""
"Female","3068"
"Male","3326"
"15-19",""
"Female","1720"
"Male","2236"
"20-24",""
"Female","1667"
"Male","1698"
"25-29",""
"Female","1809"
"Male","1751"
"30-34",""
"Female","1695"
"Male","1622"
"35-39",""
"Female","1499"
"Male","1511"
"40-44",""
"Female","1144"
"Male","1300"
"45-49",""
"Female","987"
"Male","1067"
"50-54",""
"Female","697"
"Male","871"
"55-59",""
"Female","723"
"Male","709"
"5-9",""
"Female","3748"
"Male","4095"
"60-64",""
"Female","577"
"Male","667"
"65-69",""
"Female","538"
"Male","532"
"70-74",""
"Female","366"
"Male","413"
"75+",""
"Female","267"
"Male","279"
