"Population by Five Years Age Group","Number"
"0-4",""
"Female","1020"
"Male","1068"
"10-14",""
"Female","1185"
"Male","1307"
"15-19",""
"Female","846"
"Male","891"
"20-24",""
"Female","705"
"Male","686"
"25-29",""
"Female","657"
"Male","750"
"30-34",""
"Female","521"
"Male","611"
"35-39",""
"Female","457"
"Male","556"
"40-44",""
"Female","379"
"Male","400"
"45-49",""
"Female","305"
"Male","382"
"50-54",""
"Female","236"
"Male","269"
"55-59",""
"Female","199"
"Male","237"
"5-9",""
"Female","1130"
"Male","1361"
"60-64",""
"Female","219"
"Male","217"
"65-69",""
"Female","145"
"Male","152"
"70-74",""
"Female","89"
"Male","95"
"75+",""
"Female","88"
"Male","96"
