"Population by Mother tongue","Number"
"Avadhi",""
"Female","1753"
"Male","1777"
"","3530"
"Bhojpuri",""
"Female","8"
"Male","5"
"","13"
"Darai",""
"Female","10"
"Male","7"
"","17"
"Doteli",""
"Female","6"
"Male","6"
"","12"
"Gurung",""
"Female","151"
"Male","108"
"","259"
"Hindi",""
"Female","117"
"Male","131"
"","248"
"Magar",""
"Female","312"
"Male","289"
"","601"
"Maithili",""
"Female","90"
"Male","123"
"","213"
"Nepali",""
"Female","13286"
"Male","10583"
"","23869"
"Newar",""
"Female","136"
"Male","114"
"","250"
"Not Reported",""
"Female","6"
"Male","9"
"","15"
"Others",""
"Female","17"
"Male","7"
"","24"
"Tamang",""
"Female","80"
"Male","59"
"","139"
"Tharu",""
"Female","9010"
"Male","8536"
"","17546"
"Urdu",""
"Female","590"
"Male","542"
"","1132"
