"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","874"
"Cow Dung","196"
"Electricity Fuel","1"
"KeroseneFuel","53"
"LP Gas","547"
"Not Sated about Fuel","17"
"OthersFuel","15"
"Wood/FireWood","8630"
"Total","10333"
