"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","31"
"Male","26"
"Danuwar",""
"Female","41"
"Male","45"
"Doteli",""
"Female","13"
"Male","15"
"Magahi",""
"Female","97"
"Male","67"
"Maithili",""
"Female","20033"
"Male","17740"
"Nepali",""
"Female","543"
"Male","505"
"Newar",""
"Female","21"
"Male","20"
"Not Reported",""
"Female","27"
"Male","15"
"Others",""
"Female","24"
"Male","8"
"Sunuwar",""
"Female","9"
"Male","9"
"Tharu",""
"Female","3107"
"Male","2812"
"Urdu",""
"Female","816"
"Male","721"
"Yakkha",""
"Female","5"
"Male","7"
