"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","38"
"Cow Dung","3912"
"Electricity","4"
"Kerosene","98"
"LP Gas","31"
"Not stated","46"
"Others","967"
"Wood/Firewood","3464"
"Total","8560"
