"Population by Mother tongue","Number"
"Bantawa",""
"Female","1475"
"Male","1202"
"Chamling",""
"Female","2058"
"Male","1874"
"Magar",""
"Female","130"
"Male","120"
"Maithili",""
"Female","7"
"Male","17"
"Majhi",""
"Female","27"
"Male","26"
"Nepali",""
"Female","7437"
"Male","6454"
"Newar",""
"Female","297"
"Male","246"
"Not Reported",""
"Female","18"
"Male","12"
"Others",""
"Female","42"
"Male","44"
"Puma",""
"Female","19"
"Male","5"
"Rai",""
"Female","147"
"Male","126"
"Sampang",""
"Female","16"
"Male","10"
"Sherpa",""
"Female","112"
"Male","97"
"Tamang",""
"Female","218"
"Male","194"
"Thami",""
"Female","22"
"Male","22"
