"Population by Five Years Age Group","Number"
"0-4",""
"Female","1093"
"Male","1138"
"10-14",""
"Female","1594"
"Male","1648"
"15-19",""
"Female","1459"
"Male","1318"
"20-24",""
"Female","1019"
"Male","645"
"25-29",""
"Female","749"
"Male","489"
"30-34",""
"Female","607"
"Male","399"
"35-39",""
"Female","667"
"Male","386"
"40-44",""
"Female","613"
"Male","528"
"45-49",""
"Female","549"
"Male","493"
"50-54",""
"Female","546"
"Male","487"
"55-59",""
"Female","407"
"Male","377"
"5-9",""
"Female","1499"
"Male","1457"
"60-64",""
"Female","424"
"Male","334"
"65-69",""
"Female","283"
"Male","274"
"70-74",""
"Female","213"
"Male","220"
"75+",""
"Female","303"
"Male","267"
