"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","2"
"Electricity","0"
"Kerosene","5"
"LP Gas","4"
"Not stated","38"
"Others","0"
"Wood/Firewood","2354"
"Total","2404"
