"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","2"
"Electricity Fuel","0"
"KeroseneFuel","1"
"LP Gas","3"
"Not Sated about Fuel","16"
"OthersFuel","1"
"Wood/FireWood","4101"
"Total","4132"
