"Population by Five Years Age Group","Number"
"0-4",""
"Female","692"
"Male","659"
"10-14",""
"Female","965"
"Male","925"
"15-19",""
"Female","707"
"Male","628"
"20-24",""
"Female","561"
"Male","320"
"25-29",""
"Female","438"
"Male","243"
"30-34",""
"Female","331"
"Male","204"
"35-39",""
"Female","364"
"Male","232"
"40-44",""
"Female","337"
"Male","250"
"45-49",""
"Female","351"
"Male","257"
"50-54",""
"Female","248"
"Male","272"
"55-59",""
"Female","202"
"Male","207"
"5-9",""
"Female","821"
"Male","801"
"60-64",""
"Female","258"
"Male","240"
"65-69",""
"Female","170"
"Male","183"
"70-74",""
"Female","221"
"Male","188"
"75+",""
"Female","236"
"Male","238"
