"Population by Single Year of Age","Number"
"0",""
"Female","245"
"Male","274"
"1",""
"Female","263"
"Male","311"
"10",""
"Female","397"
"Male","399"
"11",""
"Female","365"
"Male","354"
"12",""
"Female","430"
"Male","457"
"13",""
"Female","421"
"Male","393"
"14",""
"Female","427"
"Male","424"
"15",""
"Female","371"
"Male","368"
"16",""
"Female","393"
"Male","375"
"17",""
"Female","386"
"Male","368"
"18",""
"Female","410"
"Male","352"
"19",""
"Female","295"
"Male","222"
"2",""
"Female","255"
"Male","251"
"20",""
"Female","326"
"Male","239"
"21",""
"Female","276"
"Male","167"
"22",""
"Female","341"
"Male","214"
"23",""
"Female","311"
"Male","206"
"24",""
"Female","327"
"Male","256"
"25",""
"Female","345"
"Male","243"
"26",""
"Female","309"
"Male","179"
"27",""
"Female","329"
"Male","196"
"28",""
"Female","297"
"Male","161"
"29",""
"Female","225"
"Male","138"
"3",""
"Female","259"
"Male","248"
"30",""
"Female","305"
"Male","201"
"31",""
"Female","195"
"Male","123"
"32",""
"Female","270"
"Male","152"
"33",""
"Female","182"
"Male","129"
"34",""
"Female","201"
"Male","122"
"35",""
"Female","293"
"Male","157"
"36",""
"Female","202"
"Male","124"
"37",""
"Female","180"
"Male","130"
"38",""
"Female","186"
"Male","142"
"39",""
"Female","143"
"Male","100"
"4",""
"Female","296"
"Male","285"
"40",""
"Female","294"
"Male","202"
"41",""
"Female","155"
"Male","91"
"42",""
"Female","215"
"Male","137"
"43",""
"Female","168"
"Male","118"
"44",""
"Female","152"
"Male","132"
"45",""
"Female","217"
"Male","133"
"46",""
"Female","156"
"Male","107"
"47",""
"Female","144"
"Male","128"
"48",""
"Female","168"
"Male","122"
"49",""
"Female","138"
"Male","128"
"5",""
"Female","306"
"Male","341"
"50",""
"Female","215"
"Male","199"
"51",""
"Female","111"
"Male","106"
"52",""
"Female","149"
"Male","125"
"53",""
"Female","120"
"Male","97"
"54",""
"Female","106"
"Male","109"
"55",""
"Female","149"
"Male","163"
"56",""
"Female","109"
"Male","132"
"57",""
"Female","101"
"Male","100"
"58",""
"Female","96"
"Male","91"
"59",""
"Female","96"
"Male","90"
"6",""
"Female","313"
"Male","321"
"60",""
"Female","168"
"Male","138"
"61",""
"Female","72"
"Male","81"
"62",""
"Female","96"
"Male","82"
"63",""
"Female","86"
"Male","65"
"64",""
"Female","70"
"Male","78"
"65",""
"Female","124"
"Male","80"
"66",""
"Female","62"
"Male","55"
"67",""
"Female","74"
"Male","78"
"68",""
"Female","72"
"Male","86"
"69",""
"Female","67"
"Male","45"
"7",""
"Female","380"
"Male","384"
"70",""
"Female","87"
"Male","105"
"71",""
"Female","33"
"Male","45"
"72",""
"Female","50"
"Male","59"
"73",""
"Female","48"
"Male","56"
"74",""
"Female","27"
"Male","47"
"75",""
"Female","47"
"Male","52"
"76",""
"Female","34"
"Male","33"
"77",""
"Female","41"
"Male","46"
"78",""
"Female","47"
"Male","49"
"79",""
"Female","24"
"Male","22"
"8",""
"Female","383"
"Male","386"
"80",""
"Female","31"
"Male","36"
"81",""
"Female","12"
"Male","19"
"82",""
"Female","7"
"Male","22"
"83",""
"Female","9"
"Male","15"
"84",""
"Female","15"
"Male","23"
"85",""
"Female","70"
"Male","65"
"9",""
"Female","342"
"Male","322"
