"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","89"
"Cow Dung","31"
"Electricity","37"
"Kerosene","226"
"LP Gas","4590"
"Not stated","90"
"Others","103"
"Wood/Firewood","32450"
"Total","37616"
