"Population by Single Year of Age","Number"
"0",""
"Female","1456"
"Male","1482"
"1",""
"Female","1271"
"Male","1392"
"10",""
"Female","1996"
"Male","1989"
"11",""
"Female","1874"
"Male","1762"
"12",""
"Female","2114"
"Male","2198"
"13",""
"Female","1948"
"Male","2047"
"14",""
"Female","2009"
"Male","1987"
"15",""
"Female","1985"
"Male","1968"
"16",""
"Female","1970"
"Male","1921"
"17",""
"Female","2106"
"Male","1987"
"18",""
"Female","2085"
"Male","1947"
"19",""
"Female","1668"
"Male","1360"
"2",""
"Female","1416"
"Male","1393"
"20",""
"Female","1825"
"Male","1371"
"21",""
"Female","1641"
"Male","1217"
"22",""
"Female","1988"
"Male","1193"
"23",""
"Female","1594"
"Male","1046"
"24",""
"Female","1546"
"Male","1051"
"25",""
"Female","1750"
"Male","1056"
"26",""
"Female","1453"
"Male","906"
"27",""
"Female","1424"
"Male","1016"
"28",""
"Female","1499"
"Male","990"
"29",""
"Female","1075"
"Male","771"
"3",""
"Female","1437"
"Male","1443"
"30",""
"Female","1788"
"Male","1136"
"31",""
"Female","867"
"Male","662"
"32",""
"Female","1243"
"Male","850"
"33",""
"Female","998"
"Male","704"
"34",""
"Female","918"
"Male","673"
"35",""
"Female","1624"
"Male","986"
"36",""
"Female","962"
"Male","682"
"37",""
"Female","912"
"Male","721"
"38",""
"Female","1007"
"Male","779"
"39",""
"Female","927"
"Male","640"
"4",""
"Female","1550"
"Male","1637"
"40",""
"Female","1600"
"Male","1167"
"41",""
"Female","783"
"Male","633"
"42",""
"Female","961"
"Male","898"
"43",""
"Female","844"
"Male","720"
"44",""
"Female","746"
"Male","646"
"45",""
"Female","1235"
"Male","1040"
"46",""
"Female","823"
"Male","691"
"47",""
"Female","777"
"Male","700"
"48",""
"Female","881"
"Male","809"
"49",""
"Female","724"
"Male","699"
"5",""
"Female","1680"
"Male","1678"
"50",""
"Female","1201"
"Male","1132"
"51",""
"Female","654"
"Male","702"
"52",""
"Female","798"
"Male","830"
"53",""
"Female","596"
"Male","634"
"54",""
"Female","587"
"Male","600"
"55",""
"Female","753"
"Male","750"
"56",""
"Female","604"
"Male","549"
"57",""
"Female","608"
"Male","591"
"58",""
"Female","551"
"Male","595"
"59",""
"Female","511"
"Male","522"
"6",""
"Female","1737"
"Male","1764"
"60",""
"Female","845"
"Male","809"
"61",""
"Female","491"
"Male","483"
"62",""
"Female","499"
"Male","510"
"63",""
"Female","385"
"Male","407"
"64",""
"Female","353"
"Male","412"
"65",""
"Female","542"
"Male","478"
"66",""
"Female","286"
"Male","299"
"67",""
"Female","409"
"Male","421"
"68",""
"Female","389"
"Male","397"
"69",""
"Female","221"
"Male","271"
"7",""
"Female","1939"
"Male","1875"
"70",""
"Female","474"
"Male","470"
"71",""
"Female","215"
"Male","235"
"72",""
"Female","321"
"Male","321"
"73",""
"Female","200"
"Male","262"
"74",""
"Female","168"
"Male","172"
"75",""
"Female","308"
"Male","304"
"76",""
"Female","154"
"Male","164"
"77",""
"Female","202"
"Male","207"
"78",""
"Female","244"
"Male","209"
"79",""
"Female","103"
"Male","94"
"8",""
"Female","1811"
"Male","1822"
"80",""
"Female","206"
"Male","187"
"81",""
"Female","82"
"Male","74"
"82",""
"Female","99"
"Male","109"
"83",""
"Female","87"
"Male","87"
"84",""
"Female","95"
"Male","92"
"85",""
"Female","406"
"Male","326"
"9",""
"Female","1783"
"Male","1705"
