"Population by Five Years Age Group","Number"
"0-4",""
"Female","7130"
"Male","7347"
"10-14",""
"Female","9941"
"Male","9983"
"15-19",""
"Female","9814"
"Male","9183"
"20-24",""
"Female","8594"
"Male","5878"
"25-29",""
"Female","7201"
"Male","4739"
"30-34",""
"Female","5814"
"Male","4025"
"35-39",""
"Female","5432"
"Male","3808"
"40-44",""
"Female","4934"
"Male","4064"
"45-49",""
"Female","4440"
"Male","3939"
"50-54",""
"Female","3836"
"Male","3898"
"55-59",""
"Female","3027"
"Male","3007"
"5-9",""
"Female","8950"
"Male","8844"
"60-64",""
"Female","2573"
"Male","2621"
"65-69",""
"Female","1847"
"Male","1866"
"70-74",""
"Female","1378"
"Male","1460"
"75+",""
"Female","1986"
"Male","1853"
