"Population by Five Years Age Group","Number"
"0-4",""
"Female","2312"
"Male","2518"
"10-14",""
"Female","4108"
"Male","4076"
"15-19",""
"Female","3813"
"Male","3375"
"20-24",""
"Female","3496"
"Male","2210"
"25-29",""
"Female","3233"
"Male","1909"
"30-34",""
"Female","2541"
"Male","1629"
"35-39",""
"Female","2118"
"Male","1558"
"40-44",""
"Female","1899"
"Male","1362"
"45-49",""
"Female","1497"
"Male","1310"
"50-54",""
"Female","1323"
"Male","1265"
"55-59",""
"Female","1102"
"Male","1019"
"5-9",""
"Female","3143"
"Male","3310"
"60-64",""
"Female","1056"
"Male","1001"
"65-69",""
"Female","673"
"Male","698"
"70-74",""
"Female","464"
"Male","529"
"75+",""
"Female","565"
"Male","563"
