"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","840"
"Cow Dung","14"
"Electricity Fuel","53"
"KeroseneFuel","17"
"LP Gas","1083"
"Not Sated about Fuel","33"
"OthersFuel","3"
"Wood/FireWood","6089"
"Total","8132"
