"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","609"
"Cow Dung","9"
"Electricity Fuel","5"
"KeroseneFuel","32"
"LP Gas","1653"
"Not Sated about Fuel","26"
"OthersFuel","17"
"Wood/FireWood","6765"
"Total","9116"
