"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","4"
"Cow Dung","2524"
"Electricity","0"
"Kerosene","136"
"LP Gas","15"
"Not stated","40"
"Others","35"
"Wood/Firewood","1731"
"Total","4485"
