"Population by Caste/Ethinicity","Number"
"Bhote",""
"Female","123"
"Male","92"
"Brahman - Hill",""
"Female","11"
"Male","45"
"Chhetri",""
"Female","15"
"Male","31"
"Damai/Dholi",""
"Female","6"
"Male","15"
"Ghale",""
"Female","49"
"Male","48"
"Gurung",""
"Female","195"
"Male","205"
"Kami",""
"Female","27"
"Male","30"
"Magar",""
"Female","36"
"Male","39"
"Newar",""
"Female","29"
"Male","32"
"Others",""
"Female","14"
"Male","24"
"Sarki",""
"Female","2"
"Male","10"
"Tamang",""
"Female","18"
"Male","17"
"Thakali",""
"Female","7"
"Male","9"
