"Population by Mother tongue","Number"
"Danuwar",""
"Female","7"
"Male","8"
"","15"
"Maithili",""
"Female","10333"
"Male","9461"
"","19794"
"Meche",""
"Female","8"
"Male","7"
"","15"
"Nepali",""
"Female","63"
"Male","68"
"","131"
"Not Reported",""
"Female","50"
"Male","43"
"","93"
"Others",""
"Female","25"
"Male","10"
"","35"
"Rai",""
"Female","16"
"Male","7"
"","23"
"Tharu",""
"Female","6"
"Male","6"
"","12"
"Uranw/Urau",""
"Female","188"
"Male","197"
"","385"
"Urdu",""
"Female","1276"
"Male","1133"
"","2409"
