"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","3"
"Cow Dung","3231"
"Electricity Fuel","0"
"KeroseneFuel","44"
"LP Gas","21"
"Not Sated about Fuel","42"
"OthersFuel","11"
"Wood/FireWood","695"
"Total","4047"
