"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","3"
"Christianity","0"
"Hindu","20079"
"Islam","2719"
"Jainism","0"
"Kirat","0"
"Prakriti","5"
"Sikhism","0"
"Undefined","106"
"Total","22912"
