"Population by Mother tongue","Number"
"Avadhi",""
"Female","15553"
"Male","15993"
"","31546"
"Bhojpuri",""
"Female","29"
"Male","26"
"","55"
"Doteli",""
"Female","9"
"Male","11"
"","20"
"Gurung",""
"Female","26"
"Male","26"
"","52"
"Hindi",""
"Female","23"
"Male","20"
"","43"
"Magar",""
"Female","717"
"Male","709"
"","1426"
"Maithili",""
"Female","296"
"Male","276"
"","572"
"Nepali",""
"Female","563"
"Male","474"
"","1037"
"Newar",""
"Female","49"
"Male","52"
"","101"
"Not Reported",""
"Female","40"
"Male","54"
"","94"
"Others",""
"Female","23"
"Male","14"
"","37"
"Rai",""
"Female","11"
"Male","8"
"","19"
"Tharu",""
"Female","883"
"Male","820"
"","1703"
"Urdu",""
"Female","4246"
"Male","4250"
"","8496"
