"Number of households by type of outer wall","Number"
"BambooWall","591"
"Cement Bonded Bricks/Stone Wall","827"
"Mud Bonded Bricks/Stone Wall","3599"
"Not Stated about Wall","204"
"Other Type Wall","800"
"Unbaked Bricks","216"
"Wood/Planks","109"
"Total","6346"
