"Population by Religion","Number"
"Bahai","1"
"Bon","17"
"Buddism","50"
"Christianity","43"
"Hindu","36555"
"Islam","8561"
"Jainism","1"
"Kirat","5"
"Prakriti","5"
"Sikhism","0"
"Undefined","63"
"Total","45301"
