"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","9"
"Cow Dung","9"
"Electricity","18"
"Kerosene","754"
"LP Gas","18168"
"Not stated","119"
"Others","84"
"Wood/Firewood","1141"
"Total","20302"
