"Population by Single Year of Age","Number"
"0",""
"Female","572"
"Male","655"
"1",""
"Female","510"
"Male","588"
"10",""
"Female","715"
"Male","794"
"11",""
"Female","720"
"Male","735"
"12",""
"Female","741"
"Male","857"
"13",""
"Female","820"
"Male","825"
"14",""
"Female","825"
"Male","988"
"15",""
"Female","840"
"Male","929"
"16",""
"Female","813"
"Male","1015"
"17",""
"Female","783"
"Male","1061"
"18",""
"Female","893"
"Male","1191"
"19",""
"Female","861"
"Male","938"
"2",""
"Female","536"
"Male","617"
"20",""
"Female","1065"
"Male","1219"
"21",""
"Female","869"
"Male","1004"
"22",""
"Female","1147"
"Male","1252"
"23",""
"Female","966"
"Male","952"
"24",""
"Female","1072"
"Male","960"
"25",""
"Female","1190"
"Male","1028"
"26",""
"Female","942"
"Male","871"
"27",""
"Female","945"
"Male","878"
"28",""
"Female","1122"
"Male","1016"
"29",""
"Female","659"
"Male","637"
"3",""
"Female","461"
"Male","534"
"30",""
"Female","1231"
"Male","1181"
"31",""
"Female","567"
"Male","625"
"32",""
"Female","900"
"Male","881"
"33",""
"Female","643"
"Male","631"
"34",""
"Female","659"
"Male","690"
"35",""
"Female","988"
"Male","1101"
"36",""
"Female","661"
"Male","634"
"37",""
"Female","499"
"Male","533"
"38",""
"Female","673"
"Male","679"
"39",""
"Female","421"
"Male","476"
"4",""
"Female","561"
"Male","667"
"40",""
"Female","893"
"Male","978"
"41",""
"Female","319"
"Male","447"
"42",""
"Female","517"
"Male","680"
"43",""
"Female","363"
"Male","442"
"44",""
"Female","344"
"Male","411"
"45",""
"Female","593"
"Male","684"
"46",""
"Female","332"
"Male","343"
"47",""
"Female","264"
"Male","339"
"48",""
"Female","380"
"Male","425"
"49",""
"Female","252"
"Male","231"
"5",""
"Female","595"
"Male","736"
"50",""
"Female","505"
"Male","575"
"51",""
"Female","191"
"Male","225"
"52",""
"Female","276"
"Male","337"
"53",""
"Female","214"
"Male","195"
"54",""
"Female","202"
"Male","247"
"55",""
"Female","332"
"Male","383"
"56",""
"Female","218"
"Male","212"
"57",""
"Female","155"
"Male","193"
"58",""
"Female","214"
"Male","226"
"59",""
"Female","119"
"Male","116"
"6",""
"Female","635"
"Male","693"
"60",""
"Female","323"
"Male","298"
"61",""
"Female","105"
"Male","153"
"62",""
"Female","151"
"Male","149"
"63",""
"Female","112"
"Male","122"
"64",""
"Female","119"
"Male","101"
"65",""
"Female","249"
"Male","168"
"66",""
"Female","133"
"Male","87"
"67",""
"Female","117"
"Male","98"
"68",""
"Female","125"
"Male","156"
"69",""
"Female","75"
"Male","70"
"7",""
"Female","675"
"Male","740"
"70",""
"Female","200"
"Male","135"
"71",""
"Female","65"
"Male","67"
"72",""
"Female","127"
"Male","106"
"73",""
"Female","78"
"Male","85"
"74",""
"Female","69"
"Male","62"
"75",""
"Female","128"
"Male","110"
"76",""
"Female","70"
"Male","69"
"77",""
"Female","82"
"Male","47"
"78",""
"Female","86"
"Male","79"
"79",""
"Female","28"
"Male","23"
"8",""
"Female","683"
"Male","763"
"80",""
"Female","80"
"Male","60"
"81",""
"Female","33"
"Male","23"
"82",""
"Female","47"
"Male","38"
"83",""
"Female","43"
"Male","19"
"84",""
"Female","45"
"Male","31"
"85",""
"Female","191"
"Male","126"
"9",""
"Female","610"
"Male","765"
