"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","1766"
"Christianity","25"
"Hindu","8376"
"Islam","0"
"Jainism","0"
"Kirat","5224"
"Prakriti","2"
"Sikhism","0"
"Undefined","20"
"Total","15414"
