"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","13"
"Cow Dung","1921"
"Electricity Fuel","0"
"KeroseneFuel","33"
"LP Gas","55"
"Not Sated about Fuel","36"
"OthersFuel","2"
"Wood/FireWood","1335"
"Total","3395"
