"Population by Five Years Age Group","Number"
"0-4",""
"Female","963"
"Male","1171"
"10-14",""
"Female","1601"
"Male","1526"
"15-19",""
"Female","1503"
"Male","1034"
"20-24",""
"Female","1200"
"Male","456"
"25-29",""
"Female","956"
"Male","340"
"30-34",""
"Female","768"
"Male","315"
"35-39",""
"Female","753"
"Male","267"
"40-44",""
"Female","728"
"Male","339"
"45-49",""
"Female","635"
"Male","386"
"50-54",""
"Female","616"
"Male","398"
"55-59",""
"Female","511"
"Male","315"
"5-9",""
"Female","1320"
"Male","1345"
"60-64",""
"Female","509"
"Male","424"
"65-69",""
"Female","328"
"Male","279"
"70-74",""
"Female","222"
"Male","234"
"75+",""
"Female","301"
"Male","304"
