"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","66"
"Male","39"
"Chhetri",""
"Female","1533"
"Male","1432"
"Damai/Dholi",""
"Female","44"
"Male","25"
"Gharti/Bhujel",""
"Female","137"
"Male","130"
"Jirel",""
"Female","8"
"Male","9"
"Kami",""
"Female","151"
"Male","140"
"Kanu",""
"Female","9"
"Male","6"
"Magar",""
"Female","9"
"Male","10"
"Newar",""
"Female","50"
"Male","33"
"Others",""
"Female","23"
"Male","24"
"Sanyasi/Dasnami",""
"Female","5"
"Male","7"
"Sherpa",""
"Female","564"
"Male","529"
"Sunuwar",""
"Female","37"
"Male","26"
"Tamang",""
"Female","240"
"Male","248"
