"Population by Five Years Age Group","Number"
"0-4",""
"Female","7214"
"Male","7523"
"10-14",""
"Female","10922"
"Male","11189"
"15-19",""
"Female","10383"
"Male","8746"
"20-24",""
"Female","8691"
"Male","6151"
"25-29",""
"Female","7566"
"Male","5585"
"30-34",""
"Female","6175"
"Male","4538"
"35-39",""
"Female","5581"
"Male","4472"
"40-44",""
"Female","4382"
"Male","3710"
"45-49",""
"Female","3454"
"Male","3138"
"50-54",""
"Female","2837"
"Male","2709"
"55-59",""
"Female","2207"
"Male","2208"
"5-9",""
"Female","9253"
"Male","9667"
"60-64",""
"Female","2080"
"Male","1888"
"65-69",""
"Female","1324"
"Male","1411"
"70-74",""
"Female","926"
"Male","841"
"75+",""
"Female","980"
"Male","877"
