"Population by Mother tongue","Number"
"Avadhi",""
"Female","123"
"Male","152"
"Bhojpuri",""
"Female","44"
"Male","74"
"Doteli",""
"Female","8"
"Male","10"
"Gurung",""
"Female","33"
"Male","21"
"Hindi",""
"Female","513"
"Male","613"
"Kham",""
"Female","1867"
"Male","1562"
"Magar",""
"Female","895"
"Male","696"
"Maithili",""
"Female","94"
"Male","167"
"Nepali",""
"Female","60596"
"Male","51073"
"Newar",""
"Female","190"
"Male","195"
"Not Reported",""
"Female","77"
"Male","70"
"Others",""
"Female","23"
"Male","29"
"Sign Language",""
"Female","9"
"Male","9"
"Tamang",""
"Female","15"
"Male","16"
"Tharu",""
"Female","19186"
"Male","17460"
"Urdu",""
"Female","162"
"Male","182"
