"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1475"
"Cow Dung","2976"
"Electricity","17"
"Kerosene","221"
"LP Gas","8906"
"Not stated","131"
"Others","141"
"Wood/Firewood","21552"
"Total","35419"
