"Population by Single Year of Age","Number"
"0",""
"Female","1265"
"Male","1315"
"1",""
"Female","1265"
"Male","1341"
"10",""
"Female","2322"
"Male","2432"
"11",""
"Female","1928"
"Male","1944"
"12",""
"Female","2388"
"Male","2565"
"13",""
"Female","2095"
"Male","2042"
"14",""
"Female","2189"
"Male","2206"
"15",""
"Female","2112"
"Male","1953"
"16",""
"Female","2152"
"Male","1849"
"17",""
"Female","2026"
"Male","1711"
"18",""
"Female","2423"
"Male","2012"
"19",""
"Female","1670"
"Male","1221"
"2",""
"Female","1422"
"Male","1483"
"20",""
"Female","2281"
"Male","1567"
"21",""
"Female","1463"
"Male","1109"
"22",""
"Female","1947"
"Male","1460"
"23",""
"Female","1468"
"Male","1014"
"24",""
"Female","1532"
"Male","1001"
"25",""
"Female","2170"
"Male","1463"
"26",""
"Female","1511"
"Male","1037"
"27",""
"Female","1401"
"Male","1106"
"28",""
"Female","1625"
"Male","1303"
"29",""
"Female","859"
"Male","676"
"3",""
"Female","1518"
"Male","1633"
"30",""
"Female","2306"
"Male","1528"
"31",""
"Female","803"
"Male","590"
"32",""
"Female","1361"
"Male","1046"
"33",""
"Female","860"
"Male","680"
"34",""
"Female","845"
"Male","694"
"35",""
"Female","2218"
"Male","1662"
"36",""
"Female","1054"
"Male","815"
"37",""
"Female","734"
"Male","599"
"38",""
"Female","986"
"Male","901"
"39",""
"Female","589"
"Male","495"
"4",""
"Female","1744"
"Male","1751"
"40",""
"Female","2017"
"Male","1600"
"41",""
"Female","514"
"Male","452"
"42",""
"Female","844"
"Male","797"
"43",""
"Female","546"
"Male","460"
"44",""
"Female","461"
"Male","401"
"45",""
"Female","1397"
"Male","1310"
"46",""
"Female","521"
"Male","496"
"47",""
"Female","443"
"Male","403"
"48",""
"Female","686"
"Male","604"
"49",""
"Female","407"
"Male","325"
"5",""
"Female","1803"
"Male","1841"
"50",""
"Female","1318"
"Male","1181"
"51",""
"Female","376"
"Male","381"
"52",""
"Female","553"
"Male","549"
"53",""
"Female","291"
"Male","328"
"54",""
"Female","299"
"Male","270"
"55",""
"Female","794"
"Male","830"
"56",""
"Female","418"
"Male","372"
"57",""
"Female","328"
"Male","329"
"58",""
"Female","395"
"Male","423"
"59",""
"Female","272"
"Male","254"
"6",""
"Female","1709"
"Male","1818"
"60",""
"Female","1087"
"Male","963"
"61",""
"Female","244"
"Male","270"
"62",""
"Female","318"
"Male","280"
"63",""
"Female","230"
"Male","187"
"64",""
"Female","201"
"Male","188"
"65",""
"Female","595"
"Male","561"
"66",""
"Female","189"
"Male","225"
"67",""
"Female","205"
"Male","240"
"68",""
"Female","261"
"Male","276"
"69",""
"Female","74"
"Male","109"
"7",""
"Female","1858"
"Male","2002"
"70",""
"Female","522"
"Male","410"
"71",""
"Female","83"
"Male","86"
"72",""
"Female","164"
"Male","169"
"73",""
"Female","98"
"Male","98"
"74",""
"Female","59"
"Male","78"
"75",""
"Female","267"
"Male","184"
"76",""
"Female","68"
"Male","69"
"77",""
"Female","73"
"Male","71"
"78",""
"Female","103"
"Male","112"
"79",""
"Female","42"
"Male","50"
"8",""
"Female","2014"
"Male","2147"
"80",""
"Female","138"
"Male","118"
"81",""
"Female","29"
"Male","26"
"82",""
"Female","39"
"Male","43"
"83",""
"Female","25"
"Male","36"
"84",""
"Female","36"
"Male","39"
"85",""
"Female","160"
"Male","129"
"9",""
"Female","1869"
"Male","1859"
