"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","502"
"Male","533"
"","1035"
"Bangali",""
"Female","89"
"Male","103"
"","192"
"Baraee",""
"Female","369"
"Male","387"
"","756"
"Bhote",""
"Female","16"
"Male","19"
"","35"
"Brahman - Hill",""
"Female","259"
"Male","246"
"","505"
"Brahman - Tarai",""
"Female","596"
"Male","588"
"","1184"
"Chamar/ Harijan/ Ram",""
"Female","1309"
"Male","1466"
"","2775"
"Chhetri",""
"Female","145"
"Male","157"
"","302"
"Dalit Others",""
"Female","44"
"Male","62"
"","106"
"Damai/Dholi",""
"Female","15"
"Male","11"
"","26"
"Dhandi",""
"Female","72"
"Male","72"
"","144"
"Dhankar/ Dharikar",""
"Female","11"
"Male","12"
"","23"
"Dhobi",""
"Female","679"
"Male","779"
"","1458"
"Dhunia",""
"Female","45"
"Male","38"
"","83"
"Dusadh/ Pasawan/ Pasi",""
"Female","1604"
"Male","1754"
"","3358"
"Gaderi/Bhedihar",""
"Female","135"
"Male","134"
"","269"
"Hajam/Thakur",""
"Female","552"
"Male","552"
"","1104"
"Halwai",""
"Female","144"
"Male","153"
"","297"
"Kahar",""
"Female","1327"
"Male","1357"
"","2684"
"Kalwar",""
"Female","250"
"Male","243"
"","493"
"Kami",""
"Female","93"
"Male","80"
"","173"
"Kathabaniyan",""
"Female","420"
"Male","429"
"","849"
"Kayastha",""
"Female","58"
"Male","63"
"","121"
"Kewat",""
"Female","517"
"Male","542"
"","1059"
"Koiri/Kushwaha",""
"Female","169"
"Male","184"
"","353"
"Kori",""
"Female","439"
"Male","458"
"","897"
"Kurmi",""
"Female","3975"
"Male","4271"
"","8246"
"Lodh",""
"Female","11"
"Male","16"
"","27"
"Lohar",""
"Female","243"
"Male","247"
"","490"
"Magar",""
"Female","42"
"Male","41"
"","83"
"Mali",""
"Female","10"
"Male","16"
"","26"
"Mallaha",""
"Female","241"
"Male","237"
"","478"
"Marwadi",""
"Female","20"
"Male","27"
"","47"
"Musalman",""
"Female","6649"
"Male","6807"
"","13456"
"Natuwa",""
"Female","21"
"Male","19"
"","40"
"Newar",""
"Female","14"
"Male","15"
"","29"
"Others",""
"Female","35"
"Male","17"
"","52"
"Pattharkatta/ Kushwadiya",""
"Female","11"
"Male","11"
"","22"
"Rai",""
"Female","30"
"Male","35"
"","65"
"Sanyasi/Dasnami",""
"Female","236"
"Male","277"
"","513"
"Sarki",""
"Female","9"
"Male","13"
"","22"
"Satar/ Santhal",""
"Female","5"
"Male","6"
"","11"
"Sonar",""
"Female","17"
"Male","14"
"","31"
"Tamang",""
"Female","13"
"Male","11"
"","24"
"Teli",""
"Female","704"
"Male","698"
"","1402"
"Terai Others",""
"Female","657"
"Male","659"
"","1316"
"Thakali",""
"Female","5"
"Male","6"
"","11"
"Thakuri",""
"Female","7"
"Male","5"
"","12"
"Tharu",""
"Female","326"
"Male","334"
"","660"
"Yadav",""
"Female","3538"
"Male","3918"
"","7456"
