"Population by Literacy Status","Number"
"Literate",""
"Female","8400"
"Male","14570"
"","22970"
"Not Read/Write",""
"Female","14096"
"Male","9180"
"","23276"
"Not Stated",""
"Female","34"
"Male","15"
"","49"
"Read Only",""
"Female","912"
"Male","984"
"","1896"
