"Population by Five Years Age Group","Number"
"0-4",""
"Female","450"
"Male","485"
"10-14",""
"Female","988"
"Male","946"
"15-19",""
"Female","1078"
"Male","980"
"20-24",""
"Female","637"
"Male","511"
"25-29",""
"Female","497"
"Male","345"
"30-34",""
"Female","482"
"Male","359"
"35-39",""
"Female","469"
"Male","370"
"40-44",""
"Female","425"
"Male","363"
"45-49",""
"Female","413"
"Male","339"
"50-54",""
"Female","440"
"Male","396"
"55-59",""
"Female","382"
"Male","322"
"5-9",""
"Female","665"
"Male","672"
"60-64",""
"Female","310"
"Male","307"
"65-69",""
"Female","271"
"Male","251"
"70-74",""
"Female","253"
"Male","219"
"75+",""
"Female","272"
"Male","247"
