"Population by Caste/Ethinicity","Number"
"Bote",""
"Female","147"
"Male","150"
"Brahman - Hill",""
"Female","811"
"Male","606"
"Brahmu/ Baramo",""
"Female","22"
"Male","24"
"Chepang /Praja",""
"Female","5"
"Male","13"
"Chhetri",""
"Female","312"
"Male","250"
"Damai/Dholi",""
"Female","157"
"Male","132"
"Gharti/Bhujel",""
"Female","535"
"Male","515"
"Gurung",""
"Female","2721"
"Male","2357"
"Kami",""
"Female","226"
"Male","187"
"Magar",""
"Female","3020"
"Male","2595"
"Majhi",""
"Female","134"
"Male","150"
"Musalman",""
"Female","7"
"Male","9"
"Newar",""
"Female","71"
"Male","66"
"Others",""
"Female","14"
"Male","16"
"Sanyasi/Dasnami",""
"Female","49"
"Male","40"
"Sarki",""
"Female","29"
"Male","22"
"Tamang",""
"Female","66"
"Male","61"
"Thakuri",""
"Female","321"
"Male","291"
