"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","820"
"Cow Dung","5767"
"Electricity Fuel","1"
"KeroseneFuel","109"
"LP Gas","638"
"Not Sated about Fuel","20"
"OthersFuel","68"
"Wood/FireWood","5059"
"Total","12482"
