"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","5"
"Cow Dung","4"
"Electricity","0"
"Kerosene","81"
"LP Gas","2932"
"Not stated","29"
"Others","6"
"Wood/Firewood","5296"
"Total","8353"
