"Population by Five Years Age Group","Number"
"0-4",""
"Female","1379"
"Male","1596"
"10-14",""
"Female","2323"
"Male","2513"
"15-19",""
"Female","2258"
"Male","1863"
"20-24",""
"Female","1949"
"Male","1004"
"25-29",""
"Female","1649"
"Male","872"
"30-34",""
"Female","1205"
"Male","700"
"35-39",""
"Female","1067"
"Male","670"
"40-44",""
"Female","950"
"Male","615"
"45-49",""
"Female","759"
"Male","574"
"50-54",""
"Female","643"
"Male","584"
"55-59",""
"Female","546"
"Male","468"
"5-9",""
"Female","1990"
"Male","2131"
"60-64",""
"Female","527"
"Male","406"
"65-69",""
"Female","380"
"Male","324"
"70-74",""
"Female","274"
"Male","280"
"75+",""
"Female","367"
"Male","359"
