"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","681"
"Cow Dung","7"
"Electricity","8"
"Kerosene","26"
"LP Gas","1037"
"Not stated","50"
"Others","24"
"Wood/Firewood","10110"
"Total","11943"
