"Population by Single Year of Age","Number"
"0",""
"Female","425"
"Male","451"
"1",""
"Female","395"
"Male","416"
"10",""
"Female","748"
"Male","788"
"11",""
"Female","689"
"Male","658"
"12",""
"Female","802"
"Male","820"
"13",""
"Female","710"
"Male","726"
"14",""
"Female","799"
"Male","744"
"15",""
"Female","739"
"Male","665"
"16",""
"Female","708"
"Male","614"
"17",""
"Female","750"
"Male","607"
"18",""
"Female","765"
"Male","647"
"19",""
"Female","548"
"Male","417"
"2",""
"Female","464"
"Male","471"
"20",""
"Female","729"
"Male","492"
"21",""
"Female","562"
"Male","303"
"22",""
"Female","682"
"Male","355"
"23",""
"Female","591"
"Male","270"
"24",""
"Female","556"
"Male","286"
"25",""
"Female","735"
"Male","364"
"26",""
"Female","554"
"Male","242"
"27",""
"Female","537"
"Male","261"
"28",""
"Female","535"
"Male","334"
"29",""
"Female","350"
"Male","168"
"3",""
"Female","476"
"Male","468"
"30",""
"Female","757"
"Male","371"
"31",""
"Female","288"
"Male","185"
"32",""
"Female","486"
"Male","242"
"33",""
"Female","335"
"Male","188"
"34",""
"Female","312"
"Male","178"
"35",""
"Female","718"
"Male","416"
"36",""
"Female","322"
"Male","198"
"37",""
"Female","254"
"Male","168"
"38",""
"Female","364"
"Male","229"
"39",""
"Female","246"
"Male","148"
"4",""
"Female","489"
"Male","525"
"40",""
"Female","718"
"Male","481"
"41",""
"Female","226"
"Male","156"
"42",""
"Female","355"
"Male","275"
"43",""
"Female","223"
"Male","181"
"44",""
"Female","174"
"Male","133"
"45",""
"Female","562"
"Male","435"
"46",""
"Female","225"
"Male","158"
"47",""
"Female","199"
"Male","172"
"48",""
"Female","235"
"Male","207"
"49",""
"Female","168"
"Male","149"
"5",""
"Female","568"
"Male","568"
"50",""
"Female","527"
"Male","432"
"51",""
"Female","174"
"Male","174"
"52",""
"Female","215"
"Male","226"
"53",""
"Female","149"
"Male","126"
"54",""
"Female","152"
"Male","111"
"55",""
"Female","342"
"Male","322"
"56",""
"Female","176"
"Male","161"
"57",""
"Female","170"
"Male","179"
"58",""
"Female","170"
"Male","165"
"59",""
"Female","124"
"Male","120"
"6",""
"Female","546"
"Male","572"
"60",""
"Female","426"
"Male","380"
"61",""
"Female","106"
"Male","135"
"62",""
"Female","130"
"Male","127"
"63",""
"Female","118"
"Male","89"
"64",""
"Female","104"
"Male","89"
"65",""
"Female","266"
"Male","237"
"66",""
"Female","90"
"Male","84"
"67",""
"Female","90"
"Male","101"
"68",""
"Female","118"
"Male","152"
"69",""
"Female","53"
"Male","95"
"7",""
"Female","632"
"Male","681"
"70",""
"Female","224"
"Male","227"
"71",""
"Female","37"
"Male","52"
"72",""
"Female","68"
"Male","80"
"73",""
"Female","42"
"Male","53"
"74",""
"Female","44"
"Male","38"
"75",""
"Female","115"
"Male","108"
"76",""
"Female","43"
"Male","38"
"77",""
"Female","33"
"Male","29"
"78",""
"Female","59"
"Male","51"
"79",""
"Female","17"
"Male","27"
"8",""
"Female","628"
"Male","725"
"80",""
"Female","66"
"Male","58"
"81",""
"Female","25"
"Male","16"
"82",""
"Female","18"
"Male","22"
"83",""
"Female","13"
"Male","16"
"84",""
"Female","17"
"Male","15"
"85",""
"Female","107"
"Male","65"
"9",""
"Female","598"
"Male","611"
