"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","48"
"Male","118"
"Chamling",""
"Female","18"
"Male","16"
"Doteli",""
"Female","9"
"Male","6"
"Dumi",""
"Female","4"
"Male","11"
"Gurung",""
"Female","74"
"Male","86"
"Hindi",""
"Female","16"
"Male","31"
"Limbu",""
"Female","70"
"Male","66"
"Magar",""
"Female","189"
"Male","209"
"Maithili",""
"Female","141"
"Male","272"
"Majhi",""
"Female","28"
"Male","23"
"Nepali",""
"Female","24190"
"Male","23978"
"Newar",""
"Female","2210"
"Male","2227"
"Not Reported",""
"Female","27"
"Male","40"
"Others",""
"Female","64"
"Male","64"
"Rai",""
"Female","261"
"Male","287"
"Sherpa",""
"Female","126"
"Male","130"
"Sunuwar",""
"Female","51"
"Male","46"
"Tamang",""
"Female","2407"
"Male","2501"
"Thami",""
"Female","6"
"Male","5"
"Tharu",""
"Female","51"
"Male","99"
"Urdu",""
"Female","14"
"Male","18"
