"Population by Five Years Age Group","Number"
"0-4",""
"Female","607"
"Male","553"
"10-14",""
"Female","921"
"Male","830"
"15-19",""
"Female","831"
"Male","746"
"20-24",""
"Female","655"
"Male","398"
"25-29",""
"Female","558"
"Male","291"
"30-34",""
"Female","467"
"Male","267"
"35-39",""
"Female","389"
"Male","255"
"40-44",""
"Female","429"
"Male","310"
"45-49",""
"Female","408"
"Male","353"
"50-54",""
"Female","351"
"Male","323"
"55-59",""
"Female","275"
"Male","272"
"5-9",""
"Female","696"
"Male","633"
"60-64",""
"Female","254"
"Male","230"
"65-69",""
"Female","187"
"Male","195"
"70-74",""
"Female","206"
"Male","194"
"75+",""
"Female","186"
"Male","214"
