"Population by Single Year of Age","Number"
"0",""
"Female","134"
"Male","110"
"1",""
"Female","107"
"Male","115"
"10",""
"Female","184"
"Male","173"
"11",""
"Female","157"
"Male","163"
"12",""
"Female","215"
"Male","166"
"13",""
"Female","187"
"Male","167"
"14",""
"Female","178"
"Male","161"
"15",""
"Female","188"
"Male","202"
"16",""
"Female","206"
"Male","181"
"17",""
"Female","165"
"Male","130"
"18",""
"Female","166"
"Male","149"
"19",""
"Female","106"
"Male","84"
"2",""
"Female","124"
"Male","114"
"20",""
"Female","149"
"Male","103"
"21",""
"Female","101"
"Male","72"
"22",""
"Female","142"
"Male","71"
"23",""
"Female","127"
"Male","56"
"24",""
"Female","136"
"Male","96"
"25",""
"Female","152"
"Male","70"
"26",""
"Female","133"
"Male","69"
"27",""
"Female","94"
"Male","61"
"28",""
"Female","114"
"Male","49"
"29",""
"Female","65"
"Male","42"
"3",""
"Female","134"
"Male","95"
"30",""
"Female","148"
"Male","88"
"31",""
"Female","71"
"Male","41"
"32",""
"Female","106"
"Male","53"
"33",""
"Female","68"
"Male","42"
"34",""
"Female","74"
"Male","43"
"35",""
"Female","131"
"Male","61"
"36",""
"Female","74"
"Male","54"
"37",""
"Female","61"
"Male","43"
"38",""
"Female","76"
"Male","63"
"39",""
"Female","47"
"Male","34"
"4",""
"Female","108"
"Male","119"
"40",""
"Female","165"
"Male","132"
"41",""
"Female","64"
"Male","26"
"42",""
"Female","77"
"Male","67"
"43",""
"Female","57"
"Male","46"
"44",""
"Female","66"
"Male","39"
"45",""
"Female","140"
"Male","115"
"46",""
"Female","54"
"Male","57"
"47",""
"Female","48"
"Male","33"
"48",""
"Female","119"
"Male","101"
"49",""
"Female","47"
"Male","47"
"5",""
"Female","117"
"Male","106"
"50",""
"Female","147"
"Male","118"
"51",""
"Female","48"
"Male","49"
"52",""
"Female","79"
"Male","64"
"53",""
"Female","40"
"Male","41"
"54",""
"Female","37"
"Male","51"
"55",""
"Female","89"
"Male","85"
"56",""
"Female","60"
"Male","57"
"57",""
"Female","35"
"Male","38"
"58",""
"Female","52"
"Male","57"
"59",""
"Female","39"
"Male","35"
"6",""
"Female","128"
"Male","111"
"60",""
"Female","115"
"Male","104"
"61",""
"Female","36"
"Male","33"
"62",""
"Female","34"
"Male","41"
"63",""
"Female","43"
"Male","30"
"64",""
"Female","26"
"Male","22"
"65",""
"Female","66"
"Male","57"
"66",""
"Female","34"
"Male","28"
"67",""
"Female","22"
"Male","34"
"68",""
"Female","46"
"Male","50"
"69",""
"Female","19"
"Male","26"
"7",""
"Female","140"
"Male","134"
"70",""
"Female","80"
"Male","82"
"71",""
"Female","25"
"Male","22"
"72",""
"Female","58"
"Male","51"
"73",""
"Female","27"
"Male","24"
"74",""
"Female","16"
"Male","15"
"75",""
"Female","38"
"Male","47"
"76",""
"Female","20"
"Male","19"
"77",""
"Female","13"
"Male","13"
"78",""
"Female","25"
"Male","28"
"79",""
"Female","11"
"Male","12"
"8",""
"Female","136"
"Male","135"
"80",""
"Female","24"
"Male","18"
"81",""
"Female","5"
"Male","8"
"82",""
"Female","9"
"Male","6"
"83",""
"Female","6"
"Male","7"
"84",""
"Female","9"
"Male","13"
"85",""
"Female","26"
"Male","43"
"9",""
"Female","175"
"Male","147"
