"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","9"
"Cow Dung","1456"
"Electricity Fuel","0"
"KeroseneFuel","55"
"LP Gas","38"
"Not Sated about Fuel","78"
"OthersFuel","18"
"Wood/FireWood","1384"
"Total","3038"
