"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","0"
"Electricity Fuel","3"
"KeroseneFuel","2"
"LP Gas","0"
"Not Sated about Fuel","7"
"OthersFuel","1"
"Wood/FireWood","1930"
"Total","1944"
