"Population by Mother tongue","Number"
"Avadhi",""
"Female","7841"
"Male","8807"
"Bhojpuri",""
"Female","11"
"Male","6"
"Doteli",""
"Female","208"
"Male","205"
"Hindi",""
"Female","12"
"Male","15"
"Magar",""
"Female","40"
"Male","44"
"Maithili",""
"Female","221"
"Male","214"
"Nepali",""
"Female","645"
"Male","600"
"Newar",""
"Female","21"
"Male","13"
"Not Reported",""
"Female","9"
"Male","4"
"Others",""
"Female","12"
"Male","9"
"Tharu",""
"Female","126"
"Male","129"
"Uranw/Urau",""
"Female","7"
"Male","11"
"Urdu",""
"Female","7811"
"Male","7921"
