"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","34"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","5"
"LP Gas","370"
"Not Sated about Fuel","4"
"OthersFuel","1"
"Wood/FireWood","2839"
"Total","3254"
