"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","175"
"Cow Dung","425"
"Electricity","4"
"Kerosene","42"
"LP Gas","210"
"Not stated","86"
"Others","10"
"Wood/Firewood","7277"
"Total","8229"
