"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1568"
"Male","1455"
"","3023"
"Chhetri",""
"Female","7396"
"Male","6934"
"","14330"
"Dalit Others",""
"Female","1019"
"Male","1002"
"","2021"
"Damai/Dholi",""
"Female","32"
"Male","39"
"","71"
"Hajam/Thakur",""
"Female","12"
"Male","3"
"","15"
"Kami",""
"Female","418"
"Male","388"
"","806"
"Lohar",""
"Female","240"
"Male","233"
"","473"
"Magar",""
"Female","1"
"Male","12"
"","13"
"Others",""
"Female","12"
"Male","22"
"","34"
"Sanyasi/Dasnami",""
"Female","1063"
"Male","774"
"","1837"
"Sarki",""
"Female","23"
"Male","26"
"","49"
"Terai Others",""
"Female","58"
"Male","44"
"","102"
"Thakuri",""
"Female","92"
"Male","58"
"","150"
