"Population by Mother tongue","Number"
"Bantawa",""
"Female","266"
"Male","253"
"","519"
"Gurung",""
"Female","7"
"Male","10"
"","17"
"Limbu",""
"Female","8234"
"Male","7138"
"","15372"
"Magar",""
"Female","49"
"Male","34"
"","83"
"Maithili",""
"Female","17"
"Male","28"
"","45"
"Nepali",""
"Female","2418"
"Male","2059"
"","4477"
"Newar",""
"Female","57"
"Male","34"
"","91"
"Not Reported",""
"Female","24"
"Male","22"
"","46"
"Others",""
"Female","25"
"Male","24"
"","49"
"Rai",""
"Female","220"
"Male","178"
"","398"
"Sign Language",""
"Female","7"
"Male","5"
"","12"
"Sunuwar",""
"Female","49"
"Male","54"
"","103"
"Tamang",""
"Female","1579"
"Male","1269"
"","2848"
