"Population by Religion","Number"
"Bahai","0"
"Bon","33"
"Buddism","3030"
"Christianity","203"
"Hindu","5207"
"Islam","3"
"Jainism","0"
"Kirat","15701"
"Prakriti","20"
"Sikhism","0"
"Undefined","36"
"Total","24233"
